   11.00000       11.50000              14
    0.120 2423.422 1684.429
    0.190 1340.480  391.143
    0.301  746.369  123.150
    0.477  366.864   30.737
    0.755  241.362   21.748
    1.197  137.289    7.388
    1.897   98.301    3.801
    3.007   66.697    2.229
    4.766   45.976    1.532
    7.554   31.164    0.951
   11.972   18.996    0.569
   18.974   10.485    0.414
   30.071    5.545    0.297
   47.660    2.473    0.213
    0.4830   -0.0034    0.0118    0.0030    0.0045   -0.0011    0.0038    0.0014   -0.0004    0.0014    0.0001    0.0008    0.0028   -0.0008
   -0.0034    0.0859    0.0063    0.0009    0.0041    0.0014    0.0016    0.0017    0.0015    0.0023    0.0016    0.0010    0.0010    0.0002
    0.0118    0.0063    0.0284    0.0014    0.0018    0.0022    0.0025    0.0013    0.0007    0.0022    0.0016    0.0015    0.0030    0.0011
    0.0030    0.0009    0.0014    0.0084    0.0034    0.0010    0.0017    0.0017    0.0021    0.0019    0.0015    0.0014    0.0014    0.0012
    0.0045    0.0041    0.0018    0.0034    0.0095    0.0001    0.0017    0.0018    0.0025    0.0022    0.0013    0.0012    0.0016    0.0008
   -0.0011    0.0014    0.0022    0.0010    0.0001    0.0044    0.0018    0.0015    0.0014    0.0015    0.0017    0.0019    0.0017    0.0019
    0.0038    0.0016    0.0025    0.0017    0.0017    0.0018    0.0030    0.0017    0.0016    0.0018    0.0017    0.0016    0.0017    0.0015
    0.0014    0.0017    0.0013    0.0017    0.0018    0.0015    0.0017    0.0027    0.0018    0.0017    0.0016    0.0016    0.0016    0.0014
   -0.0004    0.0015    0.0007    0.0021    0.0025    0.0014    0.0016    0.0018    0.0027    0.0019    0.0017    0.0016    0.0016    0.0014
    0.0014    0.0023    0.0022    0.0019    0.0022    0.0015    0.0018    0.0017    0.0019    0.0025    0.0019    0.0018    0.0019    0.0015
    0.0001    0.0016    0.0016    0.0015    0.0013    0.0017    0.0017    0.0016    0.0017    0.0019    0.0025    0.0021    0.0019    0.0018
    0.0008    0.0010    0.0015    0.0014    0.0012    0.0019    0.0016    0.0016    0.0016    0.0018    0.0021    0.0031    0.0024    0.0021
    0.0028    0.0010    0.0030    0.0014    0.0016    0.0017    0.0017    0.0016    0.0016    0.0019    0.0019    0.0024    0.0044    0.0026
   -0.0008    0.0002    0.0011    0.0012    0.0008    0.0019    0.0015    0.0014    0.0014    0.0015    0.0018    0.0021    0.0026    0.0088
