   11.00000       11.50000              14
    0.120 1927.490 1335.709
    0.190 1232.489  479.265
    0.301  668.479   73.148
    0.477  362.257   26.364
    0.755  228.125   14.297
    1.197  138.961    6.077
    1.897   97.031    3.403
    3.007   66.571    2.065
    4.766   45.898    1.251
    7.554   30.675    0.884
   11.972   19.013    0.507
   18.974   10.538    0.429
   30.071    5.432    0.272
   47.660    2.506    0.197
    0.4797   -0.0198    0.0028    0.0075    0.0033   -0.0001    0.0041    0.0020    0.0005    0.0027    0.0017    0.0023   -0.0009   -0.0014
   -0.0198    0.1529    0.0060   -0.0014    0.0024    0.0060    0.0040    0.0034    0.0039    0.0050    0.0044    0.0041    0.0032    0.0071
    0.0028    0.0060    0.0159    0.0031    0.0038    0.0043    0.0045    0.0039    0.0045    0.0047    0.0045    0.0046    0.0044    0.0044
    0.0075   -0.0014    0.0031    0.0096    0.0051    0.0045    0.0046    0.0048    0.0048    0.0049    0.0047    0.0048    0.0048    0.0040
    0.0033    0.0024    0.0038    0.0051    0.0083    0.0048    0.0048    0.0045    0.0047    0.0047    0.0046    0.0045    0.0043    0.0046
   -0.0001    0.0060    0.0043    0.0045    0.0048    0.0065    0.0049    0.0048    0.0048    0.0050    0.0048    0.0049    0.0050    0.0050
    0.0041    0.0040    0.0045    0.0046    0.0048    0.0049    0.0059    0.0048    0.0047    0.0049    0.0049    0.0048    0.0046    0.0048
    0.0020    0.0034    0.0039    0.0048    0.0045    0.0048    0.0048    0.0057    0.0049    0.0048    0.0047    0.0048    0.0048    0.0045
    0.0005    0.0039    0.0045    0.0048    0.0047    0.0048    0.0047    0.0049    0.0055    0.0050    0.0049    0.0048    0.0048    0.0044
    0.0027    0.0050    0.0047    0.0049    0.0047    0.0050    0.0049    0.0048    0.0050    0.0056    0.0050    0.0051    0.0049    0.0048
    0.0017    0.0044    0.0045    0.0047    0.0046    0.0048    0.0049    0.0047    0.0049    0.0050    0.0055    0.0051    0.0048    0.0049
    0.0023    0.0041    0.0046    0.0048    0.0045    0.0049    0.0048    0.0048    0.0048    0.0051    0.0051    0.0063    0.0056    0.0051
   -0.0009    0.0032    0.0044    0.0048    0.0043    0.0050    0.0046    0.0048    0.0048    0.0049    0.0048    0.0056    0.0070    0.0051
   -0.0014    0.0071    0.0044    0.0040    0.0046    0.0050    0.0048    0.0045    0.0044    0.0048    0.0049    0.0051    0.0051    0.0104
